goal_probs_0,goal_probs_1,goal_probs_2,goal_probs_3,goal_probs_4,true_goal_probs,time_spent,reward_score,user_id
0,0,1,0,0,0,13.56,0.91,1607115035927
0.23,0.06,0.2,0.26,0.26,0.26,7.26,0.8,1607115177638
0.2,0.2,0.2,0.2,0.2,0.2,17.33,0.6,1607115376410
0.2,0.2,0.2,0.2,0.2,0.2,12.33,0.6,1607115664898
0.2,0.2,0.2,0.2,0.2,0.2,11.22,0.73,1607116125693
0.25,0.25,0,0.25,0.25,0.25,14.35,0.69,1607118786567
0.29,0.43,0.29,0,0,0,16.4,0.38,1607120613621
0,0,0.27,0.36,0.36,0.36,12.85,1.33,1607123074097
